Greek Translation (Google Translate),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
ανατομία,0,0,0,0,0,0,0,0,0,0
πρόγονος,0,0,0,0,0,0,0,0,0,0
προγονικός,0,0,0,0,0,0,0,0,0,1
καταγωγή,0,0,0,0,0,0,0,0,0,0
άγκυρα,1,0,0,0,0,0,0,0,0,0
αγκυροβόλιο,1,0,0,0,0,0,0,1,0,0
αρχαίος,0,1,0,0,0,0,0,0,0,0
βοηθητικός,0,0,0,0,0,0,0,0,0,0
ανδρογόνων,0,0,0,0,0,0,0,0,0,0
ανεμώνη,0,0,0,0,0,0,0,0,0,0
εκ νέου,0,0,0,0,0,0,0,0,0,0
άγγελος,1,0,0,1,0,0,1,0,1,1
αγγελικός,1,0,0,0,0,0,1,0,0,1
θυμός,0,1,1,0,0,0,0,0,0,0
κυνάγχη,0,1,0,0,0,1,0,0,0,0
αγγειογραφία,0,0,0,0,0,0,0,0,0,0
γωνία,0,0,0,0,0,0,0,0,0,0
αγκιστεία,0,1,0,1,0,0,0,0,0,0
θυμωμένος,0,1,1,0,1,0,0,0,0,0
αγωνία,0,1,1,0,0,1,0,1,0,0
γωνιώδης,0,0,0,0,0,0,0,0,0,0
άνυδρος,0,0,0,0,0,0,0,0,0,0
ζώο,0,0,0,0,0,0,0,0,0,0
έμψυχος,1,0,0,0,0,0,0,0,0,0
κινουμένων σχεδίων,1,0,0,0,0,0,1,0,0,0
κινουμένων σχεδίων,0,0,0,0,0,0,0,0,0,0
έχθρα,0,1,1,0,1,1,0,1,0,0
σκοπός,0,1,1,0,0,0,0,0,0,0
αστράγαλος,0,0,0,0,0,0,0,0,0,0
χρονικά,0,0,0,0,0,0,0,0,0,0
παράρτημα,0,0,0,0,0,0,0,0,0,0
προσάρτηση,0,0,0,0,0,0,0,0,0,0
Παράρτημα,0,0,0,0,0,0,0,0,0,0
εκμηδενίζω,0,1,1,0,0,1,0,0,0,0
εκμηδενιστεί,0,1,1,0,0,1,0,1,0,0
εκμηδένιση,0,1,1,0,0,1,0,1,0,0
σχολιάζω,0,0,0,0,0,0,0,0,0,0
σχόλιο,0,0,0,0,0,0,0,0,0,0
αναγγέλλω,0,0,0,0,0,0,0,0,0,0
ανακοίνωση,0,0,0,1,0,0,0,0,0,0
ενοχλώ,0,1,1,0,1,0,0,0,0,0
ενόχληση,0,1,1,0,1,0,0,0,0,0
ενοχλητικός,0,1,1,0,0,0,0,0,0,0
πρόσοδος,0,0,0,0,0,0,0,0,0,0
ακυρώνω,0,1,0,0,0,0,0,0,0,0
δακτυλιοειδής,0,0,0,0,0,0,0,0,0,0
ακύρωση,0,1,0,0,0,0,0,1,0,0
στεφάνη,0,0,0,0,0,0,0,0,0,0
χρίση,0,0,0,0,0,0,0,0,0,0
ανώμαλος,0,0,0,0,0,0,0,0,0,0
ανωμαλία,0,1,0,0,0,1,0,0,1,0
εντός ολίγου,0,0,0,0,0,0,0,0,0,0
ανώνυμη,0,1,0,0,0,0,0,0,0,0
απάντηση,0,0,0,0,0,0,0,0,0,0
υπόλογος,0,0,0,0,0,0,0,0,0,1
τηλεφωνητή,0,0,0,0,0,0,0,0,0,0
μυρμήγκι,0,0,0,0,0,0,0,0,0,0
ανταγωνισμός,0,1,1,0,0,0,0,0,0,0
ανταγωνιστής,0,1,1,0,0,0,0,0,0,0
ανταγωνιστικός,0,1,1,0,1,0,0,0,0,0
προτέρων,0,0,0,0,0,0,0,0,0,0
προηγούμενος,0,0,0,0,0,0,0,0,0,0
αντιλόπη,0,0,0,0,0,0,0,0,0,0
κεραία,0,0,0,0,0,0,0,0,0,0
προηγούμενος,0,0,0,0,0,0,0,0,0,0
ύμνος,0,0,0,0,0,0,0,0,0,0
ανθολογία,0,0,0,0,0,0,0,0,0,0
άνθρακας,0,1,0,0,1,1,0,1,0,0
ανθρωπολογία,0,0,0,0,0,0,0,0,0,0
αντιβιοτικό,0,0,0,0,0,0,0,0,0,0
αντιβιοτικά,1,0,0,0,0,0,0,0,0,0
αντίχριστος,0,1,1,0,1,1,0,0,0,0
πρόβλεψη,0,0,0,1,0,0,0,0,0,0
προνοητικός,0,0,0,1,0,0,0,0,0,0
αντίδοτο,1,0,0,1,0,0,0,0,0,1
αντιμυκητιακό,1,0,0,0,0,0,0,0,0,1
αντιμόνιο,0,0,0,0,0,0,0,0,0,0
αντιπάθεια,0,1,1,0,1,0,0,0,0,0
αρχαιολόγος,0,0,0,0,0,0,0,0,0,0
απηρχαιωμένος,0,1,0,0,0,0,0,0,0,0
αντίκα,1,0,0,0,0,0,0,0,0,0
αρχαιότητα,0,0,0,0,0,0,0,0,0,0
αντισηπτικό,1,0,0,0,0,0,0,0,0,1
αντικοινωνικός,0,1,1,0,1,1,0,1,0,0
αντίθεση,0,1,1,0,0,0,0,0,0,0
αντιθετικές,0,0,0,0,0,0,0,0,0,0
αντιιικά,0,0,0,0,0,0,0,0,0,0
κέρας ελαφιού,0,0,0,0,0,0,0,0,0,0
αμόνι,0,0,0,0,0,0,0,0,0,0
ανησυχία,0,1,1,1,0,1,0,1,0,0
ανήσυχος,0,1,0,1,0,1,0,0,0,0
αόρτη,0,0,0,0,0,0,0,0,0,0
γρήγορα,0,0,0,0,0,0,0,0,0,0
απάχης,0,1,0,0,0,1,0,0,0,0
διαμέρισμα,0,0,0,0,0,0,0,0,0,0
απαθής,0,1,0,0,0,0,0,1,0,0
απάθεια,0,1,0,0,0,0,0,1,0,0
πίθηκος,0,0,0,0,0,0,0,0,0,0
άνοιγμα,0,0,0,0,0,0,0,0,0,0
κορυφή,0,0,0,0,0,0,0,0,0,0
ψείρα των φυτών,0,1,0,0,1,0,0,0,0,0
ένα κομμάτι,0,0,0,0,0,0,0,0,0,0
ψυχραιμία,1,0,0,0,0,0,0,0,0,0
αποκαλυπτική,0,0,0,0,0,0,0,0,0,0
απολογητικός,1,0,0,0,0,0,0,0,0,1
απολογητής,0,0,0,0,0,0,0,0,0,0
απολογούμαι,1,0,0,0,0,0,0,1,0,1
απολογία,1,0,0,0,0,0,0,0,0,0
αποστασία,0,0,0,0,0,0,0,0,0,0
αποστάτης,0,0,0,0,0,0,0,0,0,0
απόστολος,1,0,0,0,0,0,0,0,0,1
αποστολικός,0,0,0,0,0,0,0,0,0,1
απόστροφος,0,0,0,0,0,0,0,0,0,0
τρομακτικός,0,1,0,0,1,1,0,0,0,0
συσκευή,0,0,0,0,0,0,0,0,0,0
ενδύματα,0,0,0,0,0,0,0,0,0,0
προφανώς,0,0,0,0,0,0,0,0,0,0
εμφάνιση,0,0,0,0,0,1,0,0,1,0
έφεση,0,0,0,1,0,0,0,0,0,0
εμφάνιση,0,0,0,0,0,0,0,0,0,0
ξεθυμώνω,0,0,0,0,0,0,0,0,0,0
εφεσείων,0,0,0,0,0,0,0,0,0,0
προσαρτώ,0,0,0,0,0,0,0,0,0,0
προσάρτημα,0,0,0,0,0,0,0,0,0,0
σκωληκοειδίτιδα,0,1,0,0,0,1,0,1,0,0
παράρτημα,0,0,0,0,0,0,0,0,0,0
όρεξη,0,0,0,0,0,0,0,0,0,0
ορεκτικό,0,0,0,0,0,0,0,0,0,0
χειροκροτήματα,1,0,0,0,0,0,1,0,1,1
μήλο,0,0,0,0,0,0,0,0,0,0
συσκευή,0,0,0,0,0,0,0,0,0,0
συσκευές,0,0,0,0,0,0,0,0,0,0
εφαρμοσιμότητα,0,0,0,0,0,0,0,0,0,0
εφαρμόσιμος,0,0,0,0,0,0,0,0,0,0
αιτών,0,0,0,1,0,0,0,0,0,0
εφαρμογή,0,0,0,0,0,0,0,0,0,0
εφαρμόζω,0,0,0,0,0,0,0,0,0,0
διορίζω,0,0,0,0,0,0,0,0,0,0
ραντεβού,0,0,0,0,0,0,0,0,0,0
εφόδια,0,0,0,0,0,0,0,0,0,0
διανέμω αναλογώς,0,0,0,0,0,0,0,0,0,0
καταμερισμός,0,0,0,0,0,0,0,0,0,0
εκτιμώ,0,0,0,0,0,0,0,0,0,0
υπολογίσιμος,0,0,0,0,0,0,0,0,0,0
εκτίμηση,1,0,0,0,0,0,1,0,0,1
αντιλαμβάνομαι,0,0,0,0,0,1,0,0,0,0
σύλληψη,0,1,0,0,0,1,0,0,0,0
φοβισμένος,0,1,0,1,0,1,0,0,0,0
μαθητευόμενος,0,0,0,0,0,0,0,0,0,1
μαθητεία,0,0,0,0,0,0,0,0,0,0
προσέγγιση,0,0,0,0,0,0,0,0,0,0
πλησιάζει,0,0,0,1,0,0,0,0,0,0
επιδοκιμασία,1,0,0,0,0,0,0,0,0,1
οικειοποίηση,0,1,0,0,0,0,0,0,0,0
έγκριση,1,0,0,0,0,0,0,0,0,0
εγκρίνω,1,0,0,0,0,0,1,0,0,1
για την έγκριση,1,0,0,0,0,0,0,0,0,0
κατά προσέγγιση,0,0,0,0,0,0,0,0,0,0
περίπου,0,0,0,0,0,0,0,0,0,0
προσεγγιστική,0,0,0,0,0,0,0,0,0,0
προσέγγιση,0,0,0,0,0,0,0,0,0,0
παρελκόμενα,0,0,0,0,0,0,0,0,0,0
ποδιά,0,0,0,0,0,0,0,0,0,0
κατάλληλος,1,0,0,0,0,0,0,0,0,0
ικανότητα,1,0,0,0,0,0,0,0,0,0
aqua,0,0,0,0,0,0,0,0,0,0
ακουαμαρίνης,0,0,0,0,0,0,0,0,0,0
ενυδρείο,0,0,0,0,0,0,0,0,0,0
υδάτινος,0,0,0,0,0,0,0,0,0,0
υδραγωγείο,0,0,0,0,0,0,0,0,0,0
υδαρής,0,0,0,0,0,0,0,0,0,0
αρόσιμος,0,0,0,0,0,0,0,0,0,0
διαιτητής,0,0,0,0,0,0,0,0,0,1
κρίνω ως διαιτητής,0,0,0,0,0,0,0,0,0,0
διαιτησία,0,0,0,1,0,0,0,0,0,0
διαιτητής,0,0,0,0,0,0,0,0,0,1
κληματαριά,0,0,0,0,0,0,0,0,0,0
τόξο,0,0,0,0,0,0,0,0,0,0
στοά,0,0,0,0,0,0,0,0,0,0
αψίδα,0,0,0,0,0,0,0,0,0,0
αρχαιολογικός,0,0,0,0,0,0,0,0,0,0
αρχαιολόγος,0,0,0,0,0,0,0,0,0,0
αρχαιολογία,1,0,0,1,0,0,0,0,0,0
αρχαϊκός,0,1,0,0,0,0,0,0,0,0
αρχιεπίσκοπος,0,0,0,0,0,0,0,0,0,0
τοξωτά,0,0,0,0,0,0,0,0,0,0
τοξότης,0,0,0,0,0,0,0,0,0,0
τοξοβολία,0,0,0,0,0,0,0,0,0,0
αρχέτυπο,0,0,0,0,0,0,0,0,0,0
αρχιπέλαγος,0,0,0,0,0,0,0,0,0,0
αρχιτέκτων,0,0,0,0,0,0,0,0,0,0
αρχιτεκτονική,0,0,0,0,0,0,0,0,0,1
Αρχείο,0,0,0,0,0,0,0,0,0,0
αρκτικός,0,0,0,0,0,0,0,0,0,0
διακαής,1,0,0,1,0,0,1,0,0,0
ζέση,1,0,0,0,0,0,0,0,0,0
επίπονος,0,1,0,0,0,0,0,0,0,0
έκταση,0,0,0,0,0,0,0,0,0,0
κονίστρα,0,0,0,0,0,0,0,0,0,0
θηλαία άλω,0,0,0,0,0,0,0,0,0,0
argent,0,0,0,0,0,0,0,0,0,0
συζητώ,0,1,1,0,0,0,0,0,0,0
επιχείρημα,0,1,1,0,0,0,0,0,0,0
συζήτηση,0,0,1,0,0,0,0,0,0,0
διαλεκτικός,0,1,0,0,0,0,0,0,0,0
επιχειρήματα,0,0,1,0,0,0,0,0,0,0
ξερός,0,1,0,0,0,0,0,1,0,0
αριστοκρατία,1,0,0,0,0,0,0,0,0,0
αριστοκράτης,0,0,0,0,0,0,0,0,0,0
αριστοκρατικός,1,0,0,0,0,0,0,0,0,0
αριθμητική,0,0,0,0,0,0,0,0,0,0
κιβωτός,0,0,0,0,0,0,0,0,0,0
μπράτσο,0,0,0,0,0,0,0,0,0,0
αρμάδα,0,0,0,0,0,0,0,0,0,0
εξοπλισμός,0,0,1,0,0,1,0,0,0,0
εξοπλισμών,0,1,0,0,0,1,0,0,0,0
οπλισμός,0,0,0,0,0,0,0,0,0,0
ένοπλος,1,1,1,0,0,1,0,0,0,0
πανοπλία,1,0,0,0,0,1,0,0,0,1
θωρακισμένος,0,0,0,0,0,1,0,0,0,0
οπλοστάσιο,0,0,0,0,0,0,0,0,0,1
όπλα,0,0,0,0,0,0,0,0,0,0
στρατός,0,0,0,0,0,0,0,0,0,0
άρωμα,1,0,0,0,0,0,0,0,0,0
εξέγερση,0,0,0,0,0,0,0,0,0,0
εξεγείρω,1,0,0,1,0,0,0,0,0,0
κλήση,0,1,1,0,0,1,0,1,0,0
κανονίζω,0,0,0,0,0,0,0,0,0,0
τακτός,0,0,0,0,0,0,0,0,0,0
συμφωνία,0,0,0,0,0,0,0,0,0,0
παράταξη,1,0,0,0,0,0,0,0,0,0
καθυστερούμενα,0,1,0,0,0,0,0,0,0,0
σύλληψη,0,1,0,0,0,0,0,0,0,0
άφιξη,0,0,0,1,0,0,0,0,0,0
φθάνω,0,0,0,1,0,0,0,0,0,0
αλαζονεία,0,1,0,0,0,0,0,0,0,0
αλαζονικός,0,1,1,0,1,0,0,0,0,0
βέλος,0,0,0,0,0,0,0,0,0,0
οπλοστάσιο,0,0,0,0,0,0,0,0,0,0
αρσενικό,0,1,0,0,1,1,0,1,0,0
εμπρησμός,0,1,1,0,0,1,0,0,0,0
τέχνη,1,0,0,1,0,0,1,1,1,0
αρτηρία,0,0,0,0,0,0,0,0,0,0
πανούργος,0,0,0,0,0,0,0,0,0,0
αρθρόποδα,0,0,0,0,0,0,0,0,0,0
αγκινάρα,0,0,0,0,0,0,0,0,0,0
άρθρο,0,0,0,0,0,0,0,0,0,0
άρθρα,0,0,0,0,0,0,0,0,0,0
διατυπώσει,1,0,0,0,0,0,0,0,0,0
άρθρωσις,1,0,0,0,0,0,0,0,0,0
τέχνασμα,0,0,0,0,0,0,0,0,0,0
πυροβολικό,0,1,0,0,0,1,0,0,0,0
τεχνίτης,1,0,0,0,0,0,0,0,0,0
καλλιτέχνης,0,0,0,0,0,0,0,0,0,0
ηθοποιός,1,0,0,0,0,0,0,0,0,0
καλλιτεχνικός,1,0,0,0,0,0,0,0,0,0
καλλιτέχνες,0,0,0,0,0,0,0,0,0,0
αναβαίνω,0,0,0,0,0,0,0,0,0,0
υπεροχή,1,0,0,0,0,0,0,0,0,0
ανάληψη,0,0,0,0,0,0,0,0,0,0
ανάβαση,1,0,0,0,0,0,0,0,0,0
διαπιστώνω,0,0,0,0,0,0,0,0,0,0
εξακριβωθεί,0,0,0,0,0,0,0,0,0,0
ασκητής,0,0,0,0,0,0,0,0,0,0
φλαμουριά,0,1,0,0,0,0,0,0,0,0
ντροπιασμένος,0,1,0,0,1,0,0,1,0,0
τέφρα,0,1,0,0,0,0,0,1,0,0
κοιμισμένος,0,0,0,0,0,0,0,0,0,0
ασπίδα,0,0,0,0,0,1,0,0,0,0
ασπαρτάμη,0,0,0,0,0,0,0,0,0,0
άποψη,0,0,0,0,0,0,0,0,0,0
πτυχές,0,0,0,0,0,0,0,0,0,0
ασφάλτος,0,0,0,0,0,0,0,0,0,0
φιλοδοξία,1,0,0,1,0,0,1,0,1,1
φιλοδοξώ,1,0,0,1,0,0,1,0,0,0
επίδοξους,1,0,0,1,0,0,1,0,0,1
γάιδαρος,0,1,0,0,0,0,0,0,0,0
προσβάλλω,0,1,1,0,0,1,0,0,1,0
επιτιθεμένος,0,1,1,0,0,1,0,1,0,0
δολοφόνος,0,1,1,0,0,1,0,1,0,0
δολοφονώ,0,1,1,0,0,1,0,0,0,0
δολοφονία,0,1,1,0,0,1,0,1,0,0
προσβολή,0,1,1,0,0,1,0,0,0,0
χημική δοκιμή,0,0,0,0,0,0,0,0,0,0
συνάθροιση,0,0,0,0,0,0,0,0,0,0
συγκαλώ,0,0,0,0,0,0,0,0,0,0
συναρμολογημένα,0,0,0,0,0,0,0,0,0,0
συνέλευση,1,0,0,0,0,0,0,0,0,1
συγκατάθεση,1,0,0,0,0,0,0,0,0,0
διεκδικώ,0,0,0,0,0,0,0,0,0,0
διεκδίκηση,1,0,0,0,0,0,0,0,0,1
ισχυρισμός,0,0,0,0,0,0,0,0,0,0
εκτιμώ,0,0,0,0,0,0,0,0,0,0
εκτίμηση,0,0,0,0,0,0,0,0,1,1
εκτιμητής,0,0,0,0,0,0,0,0,0,1
ακίνητη περιουσία,1,0,0,0,0,0,0,0,0,0
κώλος,0,1,1,0,1,0,0,0,0,0
αναθέτω,0,0,0,0,0,0,0,0,0,0
εντολοδόχος,0,0,0,0,0,0,0,0,0,1
εκχώρηση,0,0,0,0,0,0,0,0,0,0
αφομοιώνω,0,0,0,0,0,0,0,0,0,0
αφομοίωση,0,0,0,0,0,0,0,0,0,0
βοηθώ,1,0,0,0,0,0,0,0,0,1
βοήθεια,1,0,0,0,0,0,0,0,0,0
βοηθός,0,0,0,0,0,0,0,0,0,0
σύντροφος,1,0,0,0,0,0,0,0,0,1
σχέση,0,0,0,0,0,0,0,0,0,1
διάφορων ειδών,0,0,0,0,0,0,0,0,0,0
συλλογή,0,0,0,0,0,0,0,0,0,0
καταπραΰνω,1,0,0,0,0,0,0,0,0,0
υποθετικός,0,0,0,0,0,0,0,0,0,0
υποθέτοντας,0,0,0,0,0,0,0,0,0,0
υπόθεση,0,0,0,0,0,0,0,0,0,0
διαβεβαίωση,1,0,0,0,0,0,0,0,0,1
διαβεβαιώνω,0,0,0,0,0,0,0,0,0,1
βέβαιος,1,0,0,0,0,0,0,0,0,1
βεβαίως,0,0,0,0,0,0,0,0,0,1
αστερίσκος,0,0,0,0,0,0,0,0,0,0
αστεροειδείς,0,0,0,0,0,0,0,0,0,0
αστιγματισμός,0,0,0,0,0,0,0,0,0,0
καταπληκτικώς,1,0,0,0,0,0,0,0,1,0
έκπληξη,1,0,0,0,0,0,1,0,1,0
αστρικός,0,0,0,0,0,0,0,0,0,0
παραστρατημένος,0,1,0,0,0,1,0,0,0,0
στυπτικός,0,1,0,0,0,0,0,0,0,0
αστρολόγος,1,0,0,1,0,0,0,0,0,0
αστρολογία,0,0,0,0,0,0,0,0,0,0
αστροναύτης,1,0,0,0,0,0,0,0,0,0
αστρονόμος,1,0,0,1,0,0,0,0,0,0
αστρονομία,0,0,0,0,0,0,0,0,0,0
οξύνους,1,0,0,0,0,0,0,0,0,0
χωριστά,0,0,0,0,0,0,0,0,0,0
άσυλο,0,1,0,0,0,1,0,0,0,0
ασύμμετρη,0,0,0,0,0,0,0,0,0,0
ασυμμετρία,0,0,0,0,1,0,0,0,0,0
ασυμπτωτική,0,0,0,0,0,0,0,0,0,0
εργαστήριο καλλιτέχνου,0,0,0,0,0,0,0,0,0,0
αθεϊσμός,0,1,0,0,0,0,0,0,0,0
αθεϊστής,0,0,0,0,0,0,0,0,0,0
αθεϊστικός,0,0,0,0,0,0,0,0,0,0
αθηροσκλήρωση,0,1,0,0,0,1,0,1,0,0
αθλητής,1,0,0,0,0,0,0,0,0,0
αθλητικός,1,0,0,0,0,0,0,0,0,0
αθλητισμού,0,0,0,0,0,0,0,0,0,0
αθλητισμός,0,0,0,0,0,0,0,0,0,0
άτλας,0,0,0,0,0,0,0,0,0,0
ατμόσφαιρα,0,0,0,0,0,0,0,0,0,0
ατμοσφαιρικός,0,0,0,0,0,0,0,0,0,0
κοραλλιογενές νησί,0,0,0,0,0,0,0,0,0,0
άτομο,1,0,0,0,0,0,0,0,0,0
ατομικός,0,0,0,0,0,0,0,0,0,0
εξιλεώ,1,0,0,1,0,0,1,0,0,1
εξιλέωση,1,0,0,0,0,0,0,0,0,0
κόλπος της καρδιάς,0,0,0,0,0,0,0,0,0,0
φρικτός,0,1,1,0,1,0,0,0,0,0
θηριωδία,0,1,1,0,1,1,0,1,0,0
ατροφία,0,1,0,0,1,1,0,1,0,0
συνδέω,0,0,0,0,0,0,0,0,0,0
προσάρτημα,1,0,0,0,0,0,0,0,0,0
επίθεση,0,1,1,0,0,1,0,0,0,0
επίθεση,0,1,1,0,1,1,0,1,1,0
επιτυγχάνω,0,0,0,0,0,0,0,0,0,0
εφικτός,1,0,0,1,0,0,0,0,0,0
επίτευξη,1,0,0,0,0,0,0,0,0,0
απόπειρα,0,0,0,1,0,0,0,0,0,0
παρουσία,0,0,0,1,0,0,0,0,0,0
παραστάτης,1,0,0,0,0,0,0,0,0,1
Προσοχή,1,0,0,0,0,0,0,0,0,0
προσεκτικός,1,0,0,0,0,0,0,0,0,1
αραιώ,0,0,0,0,0,0,0,0,0,0
εξασθενημένο,0,1,0,0,0,0,0,0,0,0
απόσβεση,0,1,0,0,0,0,0,1,0,0
πιστοποιώ,1,0,0,0,0,0,0,0,0,1
επιβεβαίωση,0,0,0,0,0,0,0,0,0,1
σοφίτα,0,0,0,0,0,0,0,0,0,0
ενδυμασία,0,0,0,0,0,0,0,0,0,0
στάση,0,0,0,0,0,0,0,0,0,0
δικηγόρος,1,0,1,0,0,1,0,0,0,1
έλξη,1,0,0,0,0,0,0,0,0,0
ελκυστικότητα,1,0,0,0,0,0,0,0,0,0
αποδοτέος,0,0,0,0,0,0,0,0,0,0
ιδιότης,0,0,0,0,0,0,0,0,0,0
απόδοση,0,0,0,0,0,0,0,0,0,0
τριβή,0,0,0,0,0,0,0,0,0,0
πυρόξανθος,0,0,0,0,0,0,0,0,0,0
δημοπρασία,0,0,0,1,0,0,0,0,0,0
δημοπράτης,0,0,0,0,0,0,0,0,0,0
θρασύς,0,0,0,0,0,0,0,0,0,0
θράσος,0,1,0,0,0,0,0,0,0,0
ακουστός,0,0,0,0,0,0,0,0,0,0
ακροατήριο,0,0,0,1,0,0,0,0,0,0
έλεγχος,0,0,0,0,0,0,0,0,0,0
ακοή,0,0,0,0,0,0,0,0,0,0
ελεγκτής,0,0,0,0,0,1,0,0,0,1
αίθουσα,0,0,0,0,0,0,0,0,0,0
ακουστικός,0,0,0,0,0,0,0,0,0,0
τίποτε,0,0,0,0,0,0,0,0,0,0
αυξάνω,1,0,0,0,0,0,0,0,0,0
αύξηση,0,0,0,0,0,0,0,0,0,0
Αύγουστος,1,0,0,0,0,0,0,0,0,0
θεία,1,0,0,0,0,0,0,0,0,1
αύρα,1,0,0,0,0,0,0,0,0,0
αυγή,0,0,0,0,0,0,0,0,0,0
αιγίδα,0,0,0,0,0,0,0,0,0,0
ευοίωνος,1,0,0,1,0,0,1,0,0,0
λιτός,0,1,0,0,0,1,0,1,0,0
λιτότητα,0,1,0,0,0,0,0,0,0,0
αυθεντικός,1,0,0,0,0,0,1,0,0,1
πιστοποιώ την αυθεντικότητα,0,0,0,0,0,0,0,0,0,1
πιστοποίηση,0,0,0,0,0,0,0,0,0,1
αυθεντικότητα,1,0,0,0,0,0,0,0,0,1
συγγραφέας,1,0,0,0,0,0,0,0,0,1
επίσημος,1,0,0,0,0,0,0,0,0,1
εξουσία,1,0,0,0,0,0,0,0,0,1
εξουσιοδότηση,1,0,0,0,0,0,0,0,0,1
εξουσιοδοτώ,0,0,0,0,0,0,0,0,0,1
εξουσιοδοτημένο,1,0,0,0,0,0,0,0,0,0
συγγραφή,0,0,0,0,0,0,0,0,0,0
αυτο,0,0,0,0,0,0,0,0,0,0
αυτοβιογραφία,0,0,0,0,0,0,0,0,0,0
αυταρχικός,0,1,0,0,0,0,0,0,0,0
αυτόγραφο,0,0,0,0,0,0,0,0,0,0
αυτόματο,0,0,0,0,0,0,0,0,0,1
αυτοκινήτων,0,0,0,0,0,0,0,0,0,0
αυτονομία,0,0,0,0,0,0,0,0,0,0
αυτοψία,0,1,0,0,1,1,0,1,0,0
φθινόπωρο,0,0,0,0,0,0,0,0,0,0
βοηθητικός,0,0,0,0,0,0,0,0,0,0
όφελος,0,0,0,0,0,0,0,0,0,0
χιονοστιβάδα,0,1,0,0,0,1,0,1,1,0
φιλαργυρία,0,1,1,0,1,0,0,0,0,0
avatar,1,0,0,0,0,0,0,0,0,0
εκδικητής,0,1,1,0,0,0,0,0,0,0
λεωφόρος,0,0,0,0,0,0,0,0,0,0
βεβαιώ,0,0,0,0,0,0,0,0,0,0
μέσος,0,0,0,0,0,0,0,0,0,0
ακούσιος,0,1,1,0,1,1,0,0,0,0
αποστροφή,0,1,1,0,1,1,0,0,0,0
αποτρέπω,0,0,0,0,0,0,0,0,0,0
πτηνοτροφείο,0,0,0,0,0,0,0,0,0,0
αεροπορία,0,0,0,0,0,0,0,0,0,0
αεροπόρος,0,0,0,0,0,0,0,0,0,0
άπληστος,0,0,0,0,0,0,0,0,0,0
αβοκάντο,0,0,0,0,0,0,0,0,0,0
αποφύγει,0,1,0,0,0,1,0,0,0,0
αποφυγή,0,1,0,0,0,1,0,0,0,0
αποφεύγοντας,0,0,0,0,0,1,0,0,0,0
περιμένω,0,0,0,1,0,0,0,0,0,0
άγρυπνος,0,0,0,0,0,0,0,0,0,0
αφυπνίζω,0,0,0,0,0,0,0,0,0,0
βραβείο,1,0,0,1,0,0,1,0,1,1
δέος,0,0,0,0,0,0,0,0,0,0
απαίσιος,0,1,1,0,1,1,0,1,0,0
αδεξιότητα,0,1,0,0,1,0,0,0,0,0
τέντα,0,0,0,0,0,0,0,0,0,0
στραβά,0,1,0,0,0,0,0,0,0,0
αξονικός,0,0,0,0,0,0,0,0,0,0
αξίωμα,0,0,0,0,0,0,0,0,0,1
αξιωματικός,0,0,0,0,0,0,0,0,0,1
άξονας,0,0,0,0,0,0,0,0,0,0
άξονας,0,0,0,0,0,0,0,0,0,0
ay,1,0,0,0,0,0,0,0,0,0
πάντοτε,1,0,0,0,0,0,0,0,0,0
αζιμούθιο,0,0,0,0,0,0,0,0,0,0
γαλανός,0,0,0,0,0,0,0,0,0,0
φλυαρία,0,1,0,0,0,0,0,0,0,0
φλυαρία,0,1,0,0,0,0,0,0,0,0
βαβουίνος,0,1,0,0,1,0,0,0,0,0
μωρό,1,0,0,0,0,0,1,0,0,0
μπέιμπι σίτερ,0,0,0,0,0,0,0,0,0,1
πτυχιούχος πανεπιστημίου,1,0,0,0,0,0,0,0,0,0
μπακκαράς,0,0,0,0,0,0,0,0,0,0
άγαμος,0,0,0,0,0,0,0,0,0,0
πίσω,0,0,0,0,0,0,0,0,0,0
σπονδυλική στήλη,1,0,1,0,0,0,0,0,0,1
υποστηρικτής,0,0,0,0,0,0,0,0,0,1
πρόωρος ανάφλεξη,0,0,0,0,0,0,0,0,0,0
τάβλι,0,0,0,0,0,0,0,0,0,0
φόντο,0,0,0,0,0,0,0,0,0,0
εκσκαφέας,0,0,0,0,0,0,0,0,0,0
Backpacker,0,0,0,0,0,0,0,0,0,0
backtrack,0,0,0,0,0,0,0,0,0,0
οπισθοδρομικός,0,1,0,0,0,0,0,0,0,0
προς τα πίσω,0,1,0,0,1,0,0,0,0,0
ύδατα πίσω από διάφραγμα,0,1,0,0,0,0,0,1,0,0
βακτήρια,0,1,0,0,1,1,0,1,0,0
βακτήριο,0,1,0,0,1,1,0,0,0,0
κακός,0,1,1,0,1,1,0,1,0,0
σήμα,0,0,0,0,0,0,0,0,0,1
ασβός,0,1,1,0,0,0,0,0,0,0
άσχημα,0,1,0,0,0,0,0,1,0,0
κακία,0,1,1,0,1,1,0,0,0,0
μπερδεύω,0,0,0,0,0,0,0,0,0,0
τσάντα,0,0,0,0,0,0,0,0,0,0
αποσκευές,0,0,0,0,0,0,0,0,0,0
σακουλιασμένος,0,0,0,0,0,0,0,0,0,0
γκάιντες,0,0,0,0,0,0,0,0,0,0
εγγύηση,0,0,0,0,0,0,0,0,0,0
δικαστικός κλητήρας,0,1,0,0,0,1,0,0,0,1
δόλωμα,0,1,0,0,0,1,0,0,0,1
ψήνω,0,0,0,0,0,0,0,0,0,0
